1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.949999999999999956e-01,1.000000000000000000e+00,9.949999999999999956e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.050000000000000266e-01,9.150000000000000355e-01,8.950000000000000178e-01,9.250000000000000444e-01,9.649999999999999689e-01
7.249999999999999778e-01,7.900000000000000355e-01,6.949999999999999512e-01,7.099999999999999645e-01,7.600000000000000089e-01
5.000000000000000000e-01,5.550000000000000488e-01,5.550000000000000488e-01,5.350000000000000311e-01,5.500000000000000444e-01
3.750000000000000000e-01,4.699999999999999734e-01,4.249999999999999889e-01,3.850000000000000089e-01,4.050000000000000266e-01
3.649999999999999911e-01,3.599999999999999867e-01,2.700000000000000178e-01,2.999999999999999889e-01,2.899999999999999800e-01
2.399999999999999911e-01,2.449999999999999956e-01,2.849999999999999756e-01,2.449999999999999956e-01,2.399999999999999911e-01
2.200000000000000011e-01,2.049999999999999878e-01,2.200000000000000011e-01,2.049999999999999878e-01,1.900000000000000022e-01
1.749999999999999889e-01,1.549999999999999989e-01,1.849999999999999978e-01,2.000000000000000111e-01,1.300000000000000044e-01
