4.915000000000000000e+03,5.012000000000000000e+03,5.201000000000000000e+03,5.484000000000000000e+03,5.735000000000000000e+03,5.957000000000000000e+03,6.338000000000000000e+03
4.496000000000000000e+03,4.581000000000000000e+03,4.746000000000000000e+03,5.002000000000000000e+03,5.229000000000000000e+03,5.430000000000000000e+03,5.776000000000000000e+03
3.966000000000000000e+03,4.037000000000000000e+03,4.172000000000000000e+03,4.393000000000000000e+03,4.591000000000000000e+03,4.766000000000000000e+03,5.067000000000000000e+03
3.666000000000000000e+03,3.729000000000000000e+03,3.848000000000000000e+03,4.049000000000000000e+03,4.230000000000000000e+03,4.391000000000000000e+03,4.667000000000000000e+03
3.280000000000000000e+03,3.333000000000000000e+03,3.431000000000000000e+03,3.608000000000000000e+03,3.767000000000000000e+03,3.909000000000000000e+03,4.153000000000000000e+03
3.058000000000000000e+03,3.105000000000000000e+03,3.191000000000000000e+03,3.354000000000000000e+03,3.501000000000000000e+03,3.632000000000000000e+03,3.857000000000000000e+03
2.767000000000000000e+03,2.808000000000000000e+03,2.878000000000000000e+03,3.022000000000000000e+03,3.154000000000000000e+03,3.271000000000000000e+03,3.472000000000000000e+03
2.597000000000000000e+03,2.634000000000000000e+03,2.696000000000000000e+03,2.829000000000000000e+03,2.952000000000000000e+03,3.060000000000000000e+03,3.248000000000000000e+03
